Date, Open, High, Low, Close
07/08/24, 32.99, 32.99, 32.99, 32.99
07/05/24, 33.11, 33.11, 33.11, 33.11
07/03/24, 32.88, 32.88, 32.88, 32.88
07/02/24, 32.54, 32.54, 32.54, 32.54
07/01/24, 32.43, 32.43, 32.43, 32.43
06/28/24, 32.36, 32.36, 32.36, 32.36
06/27/24, 32.37, 32.37, 32.37, 32.37
06/26/24, 32.33, 32.33, 32.33, 32.33
06/25/24, 32.52, 32.52, 32.52, 32.52
06/24/24, 32.44, 32.44, 32.44, 32.44
06/21/24, 32.27, 32.27, 32.27, 32.27
06/20/24, 32.72, 32.72, 32.72, 32.72
06/18/24, 32.70, 32.70, 32.70, 32.70
06/17/24, 32.55, 32.55, 32.55, 32.55
06/14/24, 32.45, 32.45, 32.45, 32.45
06/13/24, 32.66, 32.66, 32.66, 32.66
06/12/24, 32.98, 32.98, 32.98, 32.98
06/11/24, 32.67, 32.67, 32.67, 32.67
06/10/24, 32.98, 32.98, 32.98, 32.98
06/07/24, 32.89, 32.89, 32.89, 32.89
06/06/24, 33.21, 33.21, 33.21, 33.21
06/05/24, 33.13, 33.13, 33.13, 33.13
06/04/24, 32.84, 32.84, 32.84, 32.84
06/03/24, 33.06, 33.06, 33.06, 33.06
05/31/24, 32.90, 32.90, 32.90, 32.90
05/30/24, 32.71, 32.71, 32.71, 32.71
05/29/24, 32.56, 32.56, 32.56, 32.56
05/28/24, 33.08, 33.08, 33.08, 33.08
05/24/24, 33.08, 33.08, 33.08, 33.08
05/23/24, 32.89, 32.89, 32.89, 32.89
05/22/24, 33.07, 33.07, 33.07, 33.07
05/21/24, 33.30, 33.30, 33.30, 33.30
05/20/24, 33.43, 33.43, 33.43, 33.43
05/17/24, 33.40, 33.40, 33.40, 33.40
05/16/24, 33.26, 33.26, 33.26, 33.26
05/15/24, 33.31, 33.31, 33.31, 33.31
05/14/24, 33.03, 33.03, 33.03, 33.03
05/13/24, 32.84, 32.84, 32.84, 32.84
05/10/24, 32.79, 32.79, 32.79, 32.79
05/09/24, 32.70, 32.70, 32.70, 32.70
05/08/24, 32.53, 32.53, 32.53, 32.53
05/07/24, 32.57, 32.57, 32.57, 32.57
05/06/24, 32.59, 32.59, 32.59, 32.59
05/03/24, 32.39, 32.39, 32.39, 32.39
05/02/24, 32.12, 32.12, 32.12, 32.12
05/01/24, 31.60, 31.60, 31.60, 31.60
04/30/24, 31.63, 31.63, 31.63, 31.63
04/29/24, 32.04, 32.04, 32.04, 32.04
04/26/24, 31.83, 31.83, 31.83, 31.83
04/25/24, 31.61, 31.61, 31.61, 31.61
04/24/24, 31.70, 31.70, 31.70, 31.70
04/23/24, 31.70, 31.70, 31.70, 31.70
04/22/24, 31.39, 31.39, 31.39, 31.39
04/19/24, 31.02, 31.02, 31.02, 31.02
04/18/24, 31.12, 31.12, 31.12, 31.12
04/17/24, 31.09, 31.09, 31.09, 31.09
04/16/24, 31.11, 31.11, 31.11, 31.11
04/15/24, 31.46, 31.46, 31.46, 31.46
04/12/24, 31.62, 31.62, 31.62, 31.62
04/11/24, 32.16, 32.16, 32.16, 32.16
04/10/24, 32.09, 32.09, 32.09, 32.09
04/09/24, 32.45, 32.45, 32.45, 32.45
04/08/24, 32.39, 32.39, 32.39, 32.39
04/05/24, 32.25, 32.25, 32.25, 32.25
04/04/24, 32.14, 32.14, 32.14, 32.14
04/03/24, 32.33, 32.33, 32.33, 32.33
04/02/24, 32.17, 32.17, 32.17, 32.17
04/01/24, 32.26, 32.26, 32.26, 32.26
03/28/24, 32.36, 32.36, 32.36, 32.36
03/27/24, 32.39, 32.39, 32.39, 32.39
03/26/24, 32.22, 32.22, 32.22, 32.22
03/25/24, 32.20, 32.20, 32.20, 32.20
03/22/24, 32.25, 32.25, 32.25, 32.25
03/21/24, 32.38, 32.38, 32.38, 32.38
03/20/24, 32.31, 32.31, 32.31, 32.31
03/19/24, 32.01, 32.01, 32.01, 32.01
03/18/24, 32.01, 32.01, 32.01, 32.01
03/15/24, 31.97, 31.97, 31.97, 31.97
03/14/24, 32.17, 32.17, 32.17, 32.17
03/13/24, 32.33, 32.33, 32.33, 32.33
03/12/24, 32.40, 32.40, 32.40, 32.40
03/11/24, 32.13, 32.13, 32.13, 32.13
03/08/24, 32.22, 32.22, 32.22, 32.22
03/07/24, 32.32, 32.32, 32.32, 32.32
03/06/24, 31.99, 31.99, 31.99, 31.99
03/05/24, 31.63, 31.63, 31.63, 31.63
03/04/24, 31.78, 31.78, 31.78, 31.78
03/01/24, 31.85, 31.85, 31.85, 31.85
02/29/24, 31.52, 31.52, 31.52, 31.52
02/28/24, 31.42, 31.42, 31.42, 31.42
02/27/24, 31.65, 31.65, 31.65, 31.65
02/26/24, 31.59, 31.59, 31.59, 31.59
02/23/24, 31.65, 31.65, 31.65, 31.65
02/22/24, 31.64, 31.64, 31.64, 31.64
02/21/24, 31.32, 31.32, 31.32, 31.32
02/20/24, 31.26, 31.26, 31.26, 31.26
02/16/24, 31.18, 31.18, 31.18, 31.18
02/15/24, 31.09, 31.09, 31.09, 31.09
02/14/24, 30.80, 30.80, 30.80, 30.80
02/13/24, 30.51, 30.51, 30.51, 30.51
02/12/24, 30.96, 30.96, 30.96, 30.96
02/09/24, 30.87, 30.87, 30.87, 30.87
02/08/24, 30.83, 30.83, 30.83, 30.83
02/07/24, 30.86, 30.86, 30.86, 30.86
02/06/24, 30.81, 30.81, 30.81, 30.81
02/05/24, 30.53, 30.53, 30.53, 30.53
02/02/24, 30.68, 30.68, 30.68, 30.68
02/01/24, 30.86, 30.86, 30.86, 30.86
01/31/24, 30.57, 30.57, 30.57, 30.57
01/30/24, 30.73, 30.73, 30.73, 30.73
01/29/24, 30.84, 30.84, 30.84, 30.84
01/26/24, 30.68, 30.68, 30.68, 30.68
01/25/24, 30.59, 30.59, 30.59, 30.59
01/24/24, 30.50, 30.50, 30.50, 30.50
01/23/24, 30.29, 30.29, 30.29, 30.29
01/22/24, 30.27, 30.27, 30.27, 30.27
01/19/24, 30.29, 30.29, 30.29, 30.29
01/18/24, 30.15, 30.15, 30.15, 30.15
01/17/24, 29.92, 29.92, 29.92, 29.92
01/16/24, 30.32, 30.32, 30.32, 30.32
01/12/24, 30.80, 30.80, 30.80, 30.80
01/11/24, 30.69, 30.69, 30.69, 30.69
01/10/24, 30.67, 30.67, 30.67, 30.67
01/09/24, 30.59, 30.59, 30.59, 30.59
01/08/24, 30.85, 30.85, 30.85, 30.85
01/05/24, 30.63, 30.63, 30.63, 30.63
01/04/24, 30.61, 30.61, 30.61, 30.61
01/03/24, 30.55, 30.55, 30.55, 30.55
01/02/24, 30.79, 30.79, 30.79, 30.79
12/29/23, 31.13, 31.13, 31.13, 31.13
12/28/23, 31.08, 31.08, 31.08, 31.08
12/27/23, 31.06, 31.06, 31.06, 31.06
12/26/23, 30.80, 30.80, 30.80, 30.80
12/22/23, 30.69, 30.69, 30.69, 30.69
12/21/23, 30.69, 30.69, 30.69, 30.69
12/20/23, 30.25, 30.25, 30.25, 30.25
12/19/23, 30.59, 30.59, 30.59, 30.59
12/18/23, 30.35, 30.35, 30.35, 30.35
12/15/23, 30.32, 30.32, 30.32, 30.32
12/14/23, 30.97, 30.97, 30.97, 30.97
12/13/23, 30.59, 30.59, 30.59, 30.59
12/12/23, 30.24, 30.24, 30.24, 30.24
12/11/23, 30.24, 30.24, 30.24, 30.24
12/08/23, 30.17, 30.17, 30.17, 30.17
12/07/23, 30.13, 30.13, 30.13, 30.13
12/06/23, 30.00, 30.00, 30.00, 30.00
12/05/23, 29.96, 29.96, 29.96, 29.96
12/04/23, 30.07, 30.07, 30.07, 30.07
12/01/23, 30.29, 30.29, 30.29, 30.29
11/30/23, 30.07, 30.07, 30.07, 30.07
11/29/23, 30.04, 30.04, 30.04, 30.04
11/28/23, 30.02, 30.02, 30.02, 30.02
11/27/23, 29.93, 29.93, 29.93, 29.93
11/24/23, 30.01, 30.01, 30.01, 30.01
11/22/23, 29.85, 29.85, 29.85, 29.85
11/21/23, 29.84, 29.84, 29.84, 29.84
11/20/23, 29.97, 29.97, 29.97, 29.97
11/17/23, 29.78, 29.78, 29.78, 29.78
11/16/23, 29.48, 29.48, 29.48, 29.48
11/15/23, 29.60, 29.60, 29.60, 29.60
11/14/23, 29.50, 29.50, 29.50, 29.50
11/13/23, 28.81, 28.81, 28.81, 28.81
11/10/23, 28.78, 28.78, 28.78, 28.78
11/09/23, 28.65, 28.65, 28.65, 28.65
11/08/23, 28.71, 28.71, 28.71, 28.71
11/07/23, 28.79, 28.79, 28.79, 28.79
11/06/23, 28.95, 28.95, 28.95, 28.95
11/03/23, 28.91, 28.91, 28.91, 28.91
11/02/23, 28.54, 28.54, 28.54, 28.54
11/01/23, 27.99, 27.99, 27.99, 27.99
10/31/23, 27.72, 27.72, 27.72, 27.72
10/30/23, 27.72, 27.72, 27.72, 27.72
10/27/23, 27.44, 27.44, 27.44, 27.44
10/26/23, 27.48, 27.48, 27.48, 27.48
10/25/23, 27.65, 27.65, 27.65, 27.65
10/24/23, 27.87, 27.87, 27.87, 27.87
10/23/23, 27.73, 27.73, 27.73, 27.73
10/20/23, 27.75, 27.75, 27.75, 27.75
10/19/23, 28.04, 28.04, 28.04, 28.04
10/18/23, 28.25, 28.25, 28.25, 28.25
10/17/23, 28.68, 28.68, 28.68, 28.68
10/16/23, 28.67, 28.67, 28.67, 28.67
10/13/23, 28.52, 28.52, 28.52, 28.52
10/12/23, 28.77, 28.77, 28.77, 28.77
10/11/23, 28.97, 28.97, 28.97, 28.97
10/10/23, 28.84, 28.84, 28.84, 28.84
10/09/23, 28.45, 28.45, 28.45, 28.45
10/06/23, 28.50, 28.50, 28.50, 28.50
10/05/23, 28.20, 28.20, 28.20, 28.20
10/04/23, 28.02, 28.02, 28.02, 28.02
10/03/23, 28.04, 28.04, 28.04, 28.04
10/02/23, 28.41, 28.41, 28.41, 28.41
09/29/23, 28.74, 28.74, 28.74, 28.74
09/28/23, 28.77, 28.77, 28.77, 28.77
09/27/23, 28.62, 28.62, 28.62, 28.62
09/26/23, 28.65, 28.65, 28.65, 28.65
09/25/23, 29.03, 29.03, 29.03, 29.03
09/22/23, 29.13, 29.13, 29.13, 29.13
09/21/23, 29.07, 29.07, 29.07, 29.07
09/20/23, 29.51, 29.51, 29.51, 29.51
09/19/23, 29.61, 29.61, 29.61, 29.61
09/18/23, 29.62, 29.62, 29.62, 29.62
09/15/23, 29.74, 29.74, 29.74, 29.74
09/14/23, 29.96, 29.96, 29.96, 29.96
09/13/23, 29.63, 29.63, 29.63, 29.63
09/12/23, 29.68, 29.68, 29.68, 29.68
09/11/23, 29.76, 29.76, 29.76, 29.76
09/08/23, 29.48, 29.48, 29.48, 29.48
09/07/23, 29.50, 29.50, 29.50, 29.50
09/06/23, 29.68, 29.68, 29.68, 29.68
09/05/23, 29.78, 29.78, 29.78, 29.78
09/01/23, 29.97, 29.97, 29.97, 29.97
08/31/23, 29.88, 29.88, 29.88, 29.88
08/30/23, 30.05, 30.05, 30.05, 30.05
08/29/23, 30.07, 30.07, 30.07, 30.07
08/28/23, 29.66, 29.66, 29.66, 29.66
08/25/23, 29.38, 29.38, 29.38, 29.38
08/24/23, 29.28, 29.28, 29.28, 29.28
08/23/23, 29.57, 29.57, 29.57, 29.57
08/22/23, 29.27, 29.27, 29.27, 29.27
08/21/23, 29.28, 29.28, 29.28, 29.28
08/18/23, 29.22, 29.22, 29.22, 29.22
08/17/23, 29.30, 29.30, 29.30, 29.30
08/16/23, 29.43, 29.43, 29.43, 29.43
08/15/23, 29.65, 29.65, 29.65, 29.65
08/14/23, 29.99, 29.99, 29.99, 29.99
08/11/23, 30.14, 30.14, 30.14, 30.14
08/10/23, 30.38, 30.38, 30.38, 30.38
08/09/23, 30.28, 30.28, 30.28, 30.28
08/08/23, 30.25, 30.25, 30.25, 30.25
08/07/23, 30.50, 30.50, 30.50, 30.50
08/04/23, 30.34, 30.34, 30.34, 30.34
08/03/23, 30.27, 30.27, 30.27, 30.27
08/02/23, 30.33, 30.33, 30.33, 30.33
08/01/23, 30.95, 30.95, 30.95, 30.95
07/31/23, 31.26, 31.26, 31.26, 31.26
07/28/23, 31.21, 31.21, 31.21, 31.21
07/27/23, 30.92, 30.92, 30.92, 30.92
07/26/23, 31.05, 31.05, 31.05, 31.05
07/25/23, 31.00, 31.00, 31.00, 31.00
07/24/23, 30.84, 30.84, 30.84, 30.84
07/21/23, 30.78, 30.78, 30.78, 30.78
07/20/23, 30.77, 30.77, 30.77, 30.77
07/19/23, 30.94, 30.94, 30.94, 30.94
07/18/23, 30.94, 30.94, 30.94, 30.94
07/17/23, 30.83, 30.83, 30.83, 30.83
07/14/23, 30.86, 30.86, 30.86, 30.86
07/13/23, 30.99, 30.99, 30.99, 30.99
07/12/23, 30.51, 30.51, 30.51, 30.51
07/11/23, 30.01, 30.01, 30.01, 30.01
07/10/23, 29.72, 29.72, 29.72, 29.72
07/07/23, 29.65, 29.65, 29.65, 29.65
07/06/23, 29.46, 29.46, 29.46, 29.46
07/05/23, 29.96, 29.96, 29.96, 29.96
07/03/23, 30.19, 30.19, 30.19, 30.19
06/30/23, 30.10, 30.10, 30.10, 30.10
06/29/23, 29.78, 29.78, 29.78, 29.78
06/28/23, 29.84, 29.84, 29.84, 29.84
06/27/23, 29.84, 29.84, 29.84, 29.84
06/26/23, 29.62, 29.62, 29.62, 29.62
06/23/23, 29.57, 29.57, 29.57, 29.57
06/22/23, 30.02, 30.02, 30.02, 30.02
06/21/23, 30.17, 30.17, 30.17, 30.17
06/20/23, 30.20, 30.20, 30.20, 30.20
06/16/23, 30.60, 30.60, 30.60, 30.60
06/15/23, 30.98, 30.98, 30.98, 30.98
06/14/23, 30.68, 30.68, 30.68, 30.68
06/13/23, 30.55, 30.55, 30.55, 30.55
06/12/23, 30.31, 30.31, 30.31, 30.31
06/09/23, 30.18, 30.18, 30.18, 30.18
06/08/23, 30.16, 30.16, 30.16, 30.16
06/07/23, 29.93, 29.93, 29.93, 29.93
06/06/23, 30.10, 30.10, 30.10, 30.10
06/05/23, 29.91, 29.91, 29.91, 29.91
06/02/23, 29.96, 29.96, 29.96, 29.96
06/01/23, 29.56, 29.56, 29.56, 29.56
05/31/23, 29.14, 29.14, 29.14, 29.14
05/30/23, 29.42, 29.42, 29.42, 29.42
05/26/23, 29.68, 29.68, 29.68, 29.68
05/25/23, 29.37, 29.37, 29.37, 29.37
05/24/23, 29.46, 29.46, 29.46, 29.46
05/23/23, 29.83, 29.83, 29.83, 29.83
05/22/23, 30.20, 30.20, 30.20, 30.20
05/19/23, 30.12, 30.12, 30.12, 30.12
05/18/23, 30.02, 30.02, 30.02, 30.02
05/17/23, 30.09, 30.09, 30.09, 30.09
05/16/23, 29.99, 29.99, 29.99, 29.99
05/15/23, 30.22, 30.22, 30.22, 30.22
05/12/23, 29.95, 29.95, 29.95, 29.95
05/11/23, 30.07, 30.07, 30.07, 30.07
05/10/23, 30.21, 30.21, 30.21, 30.21
05/09/23, 30.22, 30.22, 30.22, 30.22
05/08/23, 30.35, 30.35, 30.35, 30.35
05/05/23, 30.30, 30.30, 30.30, 30.30
05/04/23, 29.91, 29.91, 29.91, 29.91
05/03/23, 29.88, 29.88, 29.88, 29.88
05/02/23, 29.84, 29.84, 29.84, 29.84
05/01/23, 30.10, 30.10, 30.10, 30.10
04/28/23, 30.17, 30.17, 30.17, 30.17
04/27/23, 30.11, 30.11, 30.11, 30.11
04/26/23, 29.77, 29.77, 29.77, 29.77
04/25/23, 29.76, 29.76, 29.76, 29.76
04/24/23, 30.19, 30.19, 30.19, 30.19
